Country,DateRep,ConfirmedCases,Deaths,Recovered,Continent,Code
Nepal,2020-01-28,1,0,0,Asia,NPL
Singapore,2020-01-28,7,0,0,Asia,SGP
South Korea,2020-01-28,4,0,0,Asia,KOR
Sri Lanka,2020-01-28,1,0,0,Asia,LKA
Taiwan,2020-01-28,8,0,0,Asia,TWN
Thailand,2020-01-28,14,0,5,Asia,THA
United States,2020-01-28,5,0,0,Americas,USA
Vietnam,2020-01-28,2,0,0,Asia,VNM
Australia,2020-01-29,5,0,0,Oceania,AUS
Cambodia,2020-01-29,1,0,0,Asia,KHM
Canada,2020-01-29,2,0,0,Americas,CAN
Finland,2020-01-29,1,0,0,Europe,FIN
France,2020-01-29,5,0,0,Europe,FRA
Germany,2020-01-29,4,0,0,Europe,DEU
Hong Kong SAR China,2020-01-29,10,0,0,Asia,HKG
Japan,2020-01-29,7,0,1,Asia,JPN
Macao SAR China,2020-01-29,7,0,0,Asia,MAC
China,2020-01-29,6070,133,120,Asia,CHN
Malaysia,2020-01-29,7,0,0,Asia,MYS
Nepal,2020-01-29,1,0,0,Asia,NPL
Singapore,2020-01-29,7,0,0,Asia,SGP
South Korea,2020-01-29,4,0,0,Asia,KOR
Sri Lanka,2020-01-29,1,0,0,Asia,LKA
Taiwan,2020-01-29,8,0,0,Asia,TWN
Thailand,2020-01-29,14,0,5,Asia,THA
United Arab Emirates,2020-01-29,4,0,0,Asia,ARE
United States,2020-01-29,5,0,0,Americas,USA
Vietnam,2020-01-29,2,0,0,Asia,VNM
Australia,2020-01-30,9,0,2,Oceania,AUS
Cambodia,2020-01-30,1,0,0,Asia,KHM
Canada,2020-01-30,3,0,0,Americas,CAN
Finland,2020-01-30,1,0,0,Europe,FIN
France,2020-01-30,5,0,0,Europe,FRA
Germany,2020-01-30,4,0,0,Europe,DEU
Hong Kong SAR China,2020-01-30,10,0,0,Asia,HKG
India,2020-01-30,1,0,0,Asia,IND
Japan,2020-01-30,11,0,1,Asia,JPN
Macao SAR China,2020-01-30,7,0,0,Asia,MAC
China,2020-01-30,8124,171,135,Asia,CHN
Malaysia,2020-01-30,8,0,0,Asia,MYS
Nepal,2020-01-30,1,0,0,Asia,NPL
Philippines,2020-01-30,1,0,0,Asia,PHL
Singapore,2020-01-30,10,0,0,Asia,SGP
South Korea,2020-01-30,4,0,0,Asia,KOR
Sri Lanka,2020-01-30,1,0,0,Asia,LKA
Taiwan,2020-01-30,9,0,0,Asia,TWN
Thailand,2020-01-30,14,0,5,Asia,THA
United Arab Emirates,2020-01-30,4,0,0,Asia,ARE
United States,2020-01-30,5,0,0,Americas,USA
Vietnam,2020-01-30,2,0,0,Asia,VNM
Australia,2020-01-31,9,0,2,Oceania,AUS
Cambodia,2020-01-31,1,0,0,Asia,KHM
Canada,2020-01-31,3,0,0,Americas,CAN
Finland,2020-01-31,1,0,0,Europe,FIN
France,2020-01-31,5,0,0,Europe,FRA
Germany,2020-01-31,5,0,0,Europe,DEU
Hong Kong SAR China,2020-01-31,12,0,0,Asia,HKG
India,2020-01-31,1,0,0,Asia,IND
Italy,2020-01-31,2,0,0,Europe,ITA
Japan,2020-01-31,15,0,1,Asia,JPN
Macao SAR China,2020-01-31,7,0,0,Asia,MAC
China,2020-01-31,9783,213,214,Asia,CHN
Malaysia,2020-01-31,8,0,0,Asia,MYS
Nepal,2020-01-31,1,0,0,Asia,NPL
Philippines,2020-01-31,1,0,0,Asia,PHL
Russia,2020-01-31,2,0,0,Europe,RUS
Singapore,2020-01-31,13,0,0,Asia,SGP
South Korea,2020-01-31,11,0,0,Asia,KOR
Sri Lanka,2020-01-31,1,0,0,Asia,LKA
Sweden,2020-01-31,1,0,0,Europe,SWE
Taiwan,2020-01-31,10,0,0,Asia,TWN
Thailand,2020-01-31,19,0,5,Asia,THA
United Kingdom,2020-01-31,2,0,0,Europe,GBR
United Arab Emirates,2020-01-31,4,0,0,Asia,ARE
United States,2020-01-31,6,0,0,Americas,USA
Vietnam,2020-01-31,2,0,0,Asia,VNM
Australia,2020-02-01,12,0,2,Oceania,AUS
Cambodia,2020-02-01,1,0,0,Asia,KHM
Canada,2020-02-01,4,0,0,Americas,CAN
Finland,2020-02-01,1,0,0,Europe,FIN
France,2020-02-01,6,0,0,Europe,FRA
Germany,2020-02-01,8,0,0,Europe,DEU
Hong Kong SAR China,2020-02-01,13,0,0,Asia,HKG
India,2020-02-01,1,0,0,Asia,IND
Italy,2020-02-01,2,0,0,Europe,ITA
Japan,2020-02-01,20,0,1,Asia,JPN
Macao SAR China,2020-02-01,7,0,0,Asia,MAC
China,2020-02-01,11871,259,275,Asia,CHN
Malaysia,2020-02-01,8,0,0,Asia,MYS
Nepal,2020-02-01,1,0,0,Asia,NPL
Philippines,2020-02-01,1,0,0,Asia,PHL
Russia,2020-02-01,2,0,0,Europe,RUS
Singapore,2020-02-01,16,0,0,Asia,SGP
South Korea,2020-02-01,12,0,0,Asia,KOR
Spain,2020-02-01,1,0,0,Europe,ESP
Sri Lanka,2020-02-01,1,0,0,Asia,LKA
Sweden,2020-02-01,1,0,0,Europe,SWE
Taiwan,2020-02-01,10,0,0,Asia,TWN
Thailand,2020-02-01,19,0,5,Asia,THA
United Kingdom,2020-02-01,2,0,0,Europe,GBR
United Arab Emirates,2020-02-01,4,0,0,Asia,ARE
United States,2020-02-01,8,0,0,Americas,USA
Vietnam,2020-02-01,6,0,1,Asia,VNM
Australia,2020-02-02,12,0,2,Oceania,AUS
Cambodia,2020-02-02,1,0,0,Asia,KHM
Canada,2020-02-02,4,0,0,Americas,CAN
Finland,2020-02-02,1,0,0,Europe,FIN
France,2020-02-02,6,0,0,Europe,FRA
Germany,2020-02-02,10,0,0,Europe,DEU
Hong Kong SAR China,2020-02-02,15,0,0,Asia,HKG
India,2020-02-02,2,0,0,Asia,IND
Italy,2020-02-02,2,0,0,Europe,ITA
Japan,2020-02-02,20,0,1,Asia,JPN
Macao SAR China,2020-02-02,8,0,0,Asia,MAC
China,2020-02-02,16607,361,463,Asia,CHN
Malaysia,2020-02-02,8,0,0,Asia,MYS
Nepal,2020-02-02,1,0,0,Asia,NPL
Philippines,2020-02-02,2,1,0,Asia,PHL
Russia,2020-02-02,2,0,0,Europe,RUS
Singapore,2020-02-02,18,0,0,Asia,SGP
South Korea,2020-02-02,15,0,0,Asia,KOR
Spain,2020-02-02,1,0,0,Europe,ESP
Sri Lanka,2020-02-02,1,0,0,Asia,LKA
Sweden,2020-02-02,1,0,0,Europe,SWE
Taiwan,2020-02-02,10,0,0,Asia,TWN
Thailand,2020-02-02,19,0,5,Asia,THA
United Kingdom,2020-02-02,2,0,0,Europe,GBR
United Arab Emirates,2020-02-02,5,0,0,Asia,ARE
United States,2020-02-02,8,0,0,Americas,USA
Vietnam,2020-02-02,6,0,1,Asia,VNM
Australia,2020-02-03,12,0,2,Oceania,AUS
Cambodia,2020-02-03,1,0,0,Asia,KHM
Canada,2020-02-03,4,0,0,Americas,CAN
Finland,2020-02-03,1,0,0,Europe,FIN
France,2020-02-03,6,0,0,Europe,FRA
Germany,2020-02-03,12,0,0,Europe,DEU
Hong Kong SAR China,2020-02-03,15,0,0,Asia,HKG
India,2020-02-03,3,0,0,Asia,IND
Italy,2020-02-03,2,0,0,Europe,ITA
Japan,2020-02-03,20,0,1,Asia,JPN
Macao SAR China,2020-02-03,8,0,0,Asia,MAC
China,2020-02-03,19693,425,614,Asia,CHN
Malaysia,2020-02-03,8,0,0,Asia,MYS
Nepal,2020-02-03,1,0,0,Asia,NPL
Philippines,2020-02-03,2,1,0,Asia,PHL
Russia,2020-02-03,2,0,0,Europe,RUS
Singapore,2020-02-03,18,0,0,Asia,SGP
South Korea,2020-02-03,15,0,0,Asia,KOR
Spain,2020-02-03,1,0,0,Europe,ESP
Sri Lanka,2020-02-03,1,0,0,Asia,LKA
Sweden,2020-02-03,1,0,0,Europe,SWE
Taiwan,2020-02-03,10,0,0,Asia,TWN
Thailand,2020-02-03,19,0,5,Asia,THA
United Kingdom,2020-02-03,2,0,0,Europe,GBR
United Arab Emirates,2020-02-03,5,0,0,Asia,ARE
United States,2020-02-03,11,0,0,Americas,USA
Vietnam,2020-02-03,8,0,1,Asia,VNM
Australia,2020-02-04,13,0,2,Oceania,AUS
Belgium,2020-02-04,1,0,0,Europe,BEL
Cambodia,2020-02-04,1,0,0,Asia,KHM
Canada,2020-02-04,4,0,0,Americas,CAN
Finland,2020-02-04,1,0,0,Europe,FIN
France,2020-02-04,6,0,0,Europe,FRA
Germany,2020-02-04,12,0,0,Europe,DEU
Hong Kong SAR China,2020-02-04,17,1,0,Asia,HKG
India,2020-02-04,3,0,0,Asia,IND
Italy,2020-02-04,2,0,0,Europe,ITA
Japan,2020-02-04,22,0,1,Asia,JPN
Macao SAR China,2020-02-04,10,0,0,Asia,MAC
China,2020-02-04,23680,490,843,Asia,CHN
Malaysia,2020-02-04,10,0,0,Asia,MYS
Nepal,2020-02-04,1,0,0,Asia,NPL
Philippines,2020-02-04,2,1,0,Asia,PHL
Russia,2020-02-04,2,0,0,Europe,RUS
Singapore,2020-02-04,24,0,0,Asia,SGP
South Korea,2020-02-04,16,0,0,Asia,KOR
Spain,2020-02-04,1,0,0,Europe,ESP
Sri Lanka,2020-02-04,1,0,0,Asia,LKA
Sweden,2020-02-04,1,0,0,Europe,SWE
Taiwan,2020-02-04,11,0,0,Asia,TWN
Thailand,2020-02-04,25,0,5,Asia,THA
United Kingdom,2020-02-04,2,0,0,Europe,GBR
United Arab Emirates,2020-02-04,5,0,0,Asia,ARE
United States,2020-02-04,11,0,0,Americas,USA
Vietnam,2020-02-04,8,0,1,Asia,VNM
Australia,2020-02-05,13,0,2,Oceania,AUS
Belgium,2020-02-05,1,0,0,Europe,BEL
Cambodia,2020-02-05,1,0,0,Asia,KHM
Canada,2020-02-05,5,0,0,Americas,CAN
Finland,2020-02-05,1,0,0,Europe,FIN
France,2020-02-05,6,0,0,Europe,FRA
Germany,2020-02-05,12,0,0,Europe,DEU
Hong Kong SAR China,2020-02-05,21,1,0,Asia,HKG
India,2020-02-05,3,0,0,Asia,IND
Italy,2020-02-05,2,0,0,Europe,ITA
Japan,2020-02-05,22,0,1,Asia,JPN
Macao SAR China,2020-02-05,10,0,0,Asia,MAC
China,2020-02-05,27409,562,1115,Asia,CHN
Malaysia,2020-02-05,12,0,0,Asia,MYS
Nepal,2020-02-05,1,0,0,Asia,NPL
Philippines,2020-02-05,2,1,0,Asia,PHL
Russia,2020-02-05,2,0,0,Europe,RUS
Singapore,2020-02-05,28,0,0,Asia,SGP
South Korea,2020-02-05,19,0,0,Asia,KOR
Spain,2020-02-05,1,0,0,Europe,ESP
Sri Lanka,2020-02-05,1,0,0,Asia,LKA
Sweden,2020-02-05,1,0,0,Europe,SWE
Taiwan,2020-02-05,11,0,0,Asia,TWN
Thailand,2020-02-05,25,0,5,Asia,THA
United Kingdom,2020-02-05,2,0,0,Europe,GBR
United Arab Emirates,2020-02-05,5,0,0,Asia,ARE
United States,2020-02-05,12,0,0,Americas,USA
Vietnam,2020-02-05,8,0,1,Asia,VNM
Australia,2020-02-06,14,0,2,Oceania,AUS
Belgium,2020-02-06,1,0,0,Europe,BEL
Cambodia,2020-02-06,1,0,0,Asia,KHM
Canada,2020-02-06,5,0,0,Americas,CAN
Finland,2020-02-06,1,0,0,Europe,FIN
France,2020-02-06,6,0,0,Europe,FRA
Germany,2020-02-06,12,0,0,Europe,DEU
Hong Kong SAR China,2020-02-06,24,1,0,Asia,HKG
India,2020-02-06,3,0,0,Asia,IND
Italy,2020-02-06,2,0,0,Europe,ITA
Japan,2020-02-06,45,0,1,Asia,JPN
Macao SAR China,2020-02-06,10,0,1,Asia,MAC
China,2020-02-06,30553,632,1476,Asia,CHN
Malaysia,2020-02-06,12,0,0,Asia,MYS
Nepal,2020-02-06,1,0,0,Asia,NPL
Philippines,2020-02-06,2,1,0,Asia,PHL
Russia,2020-02-06,2,0,0,Europe,RUS
Singapore,2020-02-06,28,0,0,Asia,SGP
South Korea,2020-02-06,23,0,0,Asia,KOR
Spain,2020-02-06,1,0,0,Europe,ESP
Sri Lanka,2020-02-06,1,0,0,Asia,LKA
Sweden,2020-02-06,1,0,0,Europe,SWE
Taiwan,2020-02-06,16,0,1,Asia,TWN
Thailand,2020-02-06,25,0,5,Asia,THA
United Kingdom,2020-02-06,2,0,0,Europe,GBR
United Arab Emirates,2020-02-06,5,0,0,Asia,ARE
United States,2020-02-06,12,0,0,Americas,USA
Vietnam,2020-02-06,10,0,1,Asia,VNM
Australia,2020-02-07,15,0,2,Oceania,AUS
Belgium,2020-02-07,1,0,0,Europe,BEL
Cambodia,2020-02-07,1,0,0,Asia,KHM
Canada,2020-02-07,7,0,0,Americas,CAN
Finland,2020-02-07,1,0,0,Europe,FIN
France,2020-02-07,6,0,0,Europe,FRA
Germany,2020-02-07,13,0,0,Europe,DEU
Hong Kong SAR China,2020-02-07,25,1,0,Asia,HKG
India,2020-02-07,3,0,0,Asia,IND
Italy,2020-02-07,3,0,0,Europe,ITA
Japan,2020-02-07,25,0,1,Asia,JPN
Macao SAR China,2020-02-07,10,0,1,Asia,MAC
China,2020-02-07,34075,717,1998,Asia,CHN
Malaysia,2020-02-07,12,0,1,Asia,MYS
Nepal,2020-02-07,1,0,0,Asia,NPL
Others,2020-02-07,61,0,0,Outro,NA
Philippines,2020-02-07,3,1,0,Asia,PHL
Russia,2020-02-07,2,0,0,Europe,RUS
Singapore,2020-02-07,30,0,0,Asia,SGP
South Korea,2020-02-07,24,0,1,Asia,KOR
Spain,2020-02-07,1,0,0,Europe,ESP
Sri Lanka,2020-02-07,1,0,0,Asia,LKA
Sweden,2020-02-07,1,0,0,Europe,SWE
Taiwan,2020-02-07,16,0,1,Asia,TWN
Thailand,2020-02-07,25,0,5,Asia,THA
United Kingdom,2020-02-07,3,0,0,Europe,GBR
United Arab Emirates,2020-02-07,5,0,0,Asia,ARE
United States,2020-02-07,12,0,0,Americas,USA
Vietnam,2020-02-07,10,0,1,Asia,VNM
Australia,2020-02-08,15,0,2,Oceania,AUS
Belgium,2020-02-08,1,0,0,Europe,BEL
Cambodia,2020-02-08,1,0,0,Asia,KHM
Canada,2020-02-08,7,0,0,Americas,CAN
Finland,2020-02-08,1,0,0,Europe,FIN
France,2020-02-08,11,0,0,Europe,FRA
Germany,2020-02-08,13,0,0,Europe,DEU
Hong Kong SAR China,2020-02-08,26,1,0,Asia,HKG
India,2020-02-08,3,0,0,Asia,IND
Italy,2020-02-08,3,0,0,Europe,ITA
Japan,2020-02-08,25,0,1,Asia,JPN
Macao SAR China,2020-02-08,10,0,1,Asia,MAC
China,2020-02-08,36778,804,2595,Asia,CHN
Malaysia,2020-02-08,16,0,1,Asia,MYS
Nepal,2020-02-08,1,0,0,Asia,NPL
Others,2020-02-08,61,0,0,Outro,NA
Philippines,2020-02-08,3,1,0,Asia,PHL
Russia,2020-02-08,2,0,0,Europe,RUS
Singapore,2020-02-08,33,0,2,Asia,SGP
South Korea,2020-02-08,24,0,1,Asia,KOR
Spain,2020-02-08,1,0,0,Europe,ESP
Sri Lanka,2020-02-08,1,0,1,Asia,LKA
Sweden,2020-02-08,1,0,0,Europe,SWE
Taiwan,2020-02-08,17,0,1,Asia,TWN
Thailand,2020-02-08,32,0,10,Asia,THA
United Kingdom,2020-02-08,3,0,0,Europe,GBR
United Arab Emirates,2020-02-08,7,0,0,Asia,ARE
United States,2020-02-08,12,0,0,Americas,USA
Vietnam,2020-02-08,13,0,1,Asia,VNM
Australia,2020-02-09,15,0,2,Oceania,AUS
Belgium,2020-02-09,1,0,0,Europe,BEL
Cambodia,2020-02-09,1,0,0,Asia,KHM
Canada,2020-02-09,7,0,0,Americas,CAN
Finland,2020-02-09,1,0,0,Europe,FIN
France,2020-02-09,11,0,0,Europe,FRA
Germany,2020-02-09,14,0,0,Europe,DEU
Hong Kong SAR China,2020-02-09,29,1,0,Asia,HKG
India,2020-02-09,3,0,0,Asia,IND
Italy,2020-02-09,3,0,0,Europe,ITA
Japan,2020-02-09,26,0,1,Asia,JPN
Macao SAR China,2020-02-09,10,0,1,Asia,MAC
China,2020-02-09,39790,904,3218,Asia,CHN
Malaysia,2020-02-09,16,0,1,Asia,MYS
Nepal,2020-02-09,1,0,0,Asia,NPL
Others,2020-02-09,64,0,0,Outro,NA
Philippines,2020-02-09,3,1,0,Asia,PHL
Russia,2020-02-09,2,0,0,Europe,RUS
Singapore,2020-02-09,40,0,2,Asia,SGP
South Korea,2020-02-09,25,0,3,Asia,KOR
Spain,2020-02-09,2,0,0,Europe,ESP
Sri Lanka,2020-02-09,1,0,1,Asia,LKA
Sweden,2020-02-09,1,0,0,Europe,SWE
Taiwan,2020-02-09,18,0,1,Asia,TWN
Thailand,2020-02-09,32,0,10,Asia,THA
United Kingdom,2020-02-09,3,0,0,Europe,GBR
United Arab Emirates,2020-02-09,7,0,0,Asia,ARE
United States,2020-02-09,12,0,3,Americas,USA
Vietnam,2020-02-09,13,0,1,Asia,VNM
Australia,2020-02-10,15,0,2,Oceania,AUS
Belgium,2020-02-10,1,0,0,Europe,BEL
Cambodia,2020-02-10,1,0,0,Asia,KHM
Canada,2020-02-10,7,0,0,Americas,CAN
Finland,2020-02-10,1,0,0,Europe,FIN
France,2020-02-10,11,0,0,Europe,FRA
Germany,2020-02-10,14,0,0,Europe,DEU
Hong Kong SAR China,2020-02-10,38,1,0,Asia,HKG
India,2020-02-10,3,0,0,Asia,IND
Italy,2020-02-10,3,0,0,Europe,ITA
Japan,2020-02-10,26,0,4,Asia,JPN
Macao SAR China,2020-02-10,10,0,1,Asia,MAC
China,2020-02-10,42306,1011,3917,Asia,CHN
Malaysia,2020-02-10,18,0,1,Asia,MYS
Nepal,2020-02-10,1,0,0,Asia,NPL
Others,2020-02-10,135,0,0,Outro,NA
Philippines,2020-02-10,3,1,0,Asia,PHL
Russia,2020-02-10,2,0,0,Europe,RUS
Singapore,2020-02-10,45,0,2,Asia,SGP
South Korea,2020-02-10,27,0,3,Asia,KOR
Spain,2020-02-10,2,0,0,Europe,ESP
Sri Lanka,2020-02-10,1,0,1,Asia,LKA
Sweden,2020-02-10,1,0,0,Europe,SWE
Taiwan,2020-02-10,18,0,1,Asia,TWN
Thailand,2020-02-10,32,0,10,Asia,THA
United Kingdom,2020-02-10,8,0,0,Europe,GBR
United Arab Emirates,2020-02-10,8,0,0,Asia,ARE
United States,2020-02-10,12,0,3,Americas,USA
Vietnam,2020-02-10,14,0,1,Asia,VNM
Australia,2020-02-11,15,0,2,Oceania,AUS
Belgium,2020-02-11,1,0,0,Europe,BEL
Cambodia,2020-02-11,1,0,0,Asia,KHM
Canada,2020-02-11,7,0,0,Americas,CAN
Finland,2020-02-11,1,0,0,Europe,FIN
France,2020-02-11,11,0,0,Europe,FRA
Germany,2020-02-11,16,0,0,Europe,DEU
Hong Kong SAR China,2020-02-11,49,1,0,Asia,HKG
India,2020-02-11,3,0,0,Asia,IND
Italy,2020-02-11,3,0,0,Europe,ITA
Japan,2020-02-11,26,0,9,Asia,JPN
Macao SAR China,2020-02-11,10,0,1,Asia,MAC
China,2020-02-11,44327,1111,4635,Asia,CHN
Malaysia,2020-02-11,18,0,3,Asia,MYS
Nepal,2020-02-11,1,0,0,Asia,NPL
Others,2020-02-11,135,0,0,Outro,NA
Philippines,2020-02-11,3,1,0,Asia,PHL
Russia,2020-02-11,2,0,0,Europe,RUS
Singapore,2020-02-11,47,0,9,Asia,SGP
South Korea,2020-02-11,28,0,3,Asia,KOR
Spain,2020-02-11,2,0,0,Europe,ESP
Sri Lanka,2020-02-11,1,0,1,Asia,LKA
Sweden,2020-02-11,1,0,0,Europe,SWE
Taiwan,2020-02-11,18,0,1,Asia,TWN
Thailand,2020-02-11,33,0,10,Asia,THA
United Kingdom,2020-02-11,8,0,0,Europe,GBR
United Arab Emirates,2020-02-11,8,0,0,Asia,ARE
United States,2020-02-11,13,0,3,Americas,USA
Vietnam,2020-02-11,15,0,6,Asia,VNM
Australia,2020-02-12,15,0,2,Oceania,AUS
Belgium,2020-02-12,1,0,0,Europe,BEL
Cambodia,2020-02-12,1,0,1,Asia,KHM
Canada,2020-02-12,7,0,1,Americas,CAN
Finland,2020-02-12,1,0,1,Europe,FIN
France,2020-02-12,11,0,2,Europe,FRA
Germany,2020-02-12,16,0,0,Europe,DEU
Hong Kong SAR China,2020-02-12,50,1,1,Asia,HKG
India,2020-02-12,3,0,0,Asia,IND
Italy,2020-02-12,3,0,0,Europe,ITA
Japan,2020-02-12,28,0,9,Asia,JPN
Macao SAR China,2020-02-12,10,0,2,Asia,MAC
China,2020-02-12,44699,1116,5079,Asia,CHN
Malaysia,2020-02-12,18,0,3,Asia,MYS
Nepal,2020-02-12,1,0,1,Asia,NPL
Others,2020-02-12,175,0,0,Outro,NA
Philippines,2020-02-12,3,1,1,Asia,PHL
Russia,2020-02-12,2,0,2,Europe,RUS
Singapore,2020-02-12,50,0,15,Asia,SGP
South Korea,2020-02-12,28,0,7,Asia,KOR
Spain,2020-02-12,2,0,0,Europe,ESP
Sri Lanka,2020-02-12,1,0,1,Asia,LKA
Sweden,2020-02-12,1,0,0,Europe,SWE
Taiwan,2020-02-12,18,0,1,Asia,TWN
Thailand,2020-02-12,33,0,10,Asia,THA
United Kingdom,2020-02-12,9,0,1,Europe,GBR
United Arab Emirates,2020-02-12,8,0,1,Asia,ARE
United States,2020-02-12,13,0,3,Americas,USA
Vietnam,2020-02-12,15,0,6,Asia,VNM
Australia,2020-02-13,15,0,8,Oceania,AUS
Belgium,2020-02-13,1,0,0,Europe,BEL
Cambodia,2020-02-13,1,0,1,Asia,KHM
Canada,2020-02-13,7,0,1,Americas,CAN
Finland,2020-02-13,1,0,1,Europe,FIN
France,2020-02-13,11,0,2,Europe,FRA
Germany,2020-02-13,16,0,1,Europe,DEU
Hong Kong SAR China,2020-02-13,53,1,1,Asia,HKG
India,2020-02-13,3,0,0,Asia,IND
Italy,2020-02-13,3,0,0,Europe,ITA
Japan,2020-02-13,28,1,9,Asia,JPN
Macao SAR China,2020-02-13,10,0,3,Asia,MAC
China,2020-02-13,59832,1368,6213,Asia,CHN
Malaysia,2020-02-13,19,0,3,Asia,MYS
Nepal,2020-02-13,1,0,1,Asia,NPL
Others,2020-02-13,175,0,0,Outro,NA
Philippines,2020-02-13,3,1,1,Asia,PHL
Russia,2020-02-13,2,0,2,Europe,RUS
Singapore,2020-02-13,58,0,15,Asia,SGP
South Korea,2020-02-13,28,0,7,Asia,KOR
Spain,2020-02-13,2,0,0,Europe,ESP
Sri Lanka,2020-02-13,1,0,1,Asia,LKA
Sweden,2020-02-13,1,0,0,Europe,SWE
Taiwan,2020-02-13,18,0,1,Asia,TWN
Thailand,2020-02-13,33,0,12,Asia,THA
United Kingdom,2020-02-13,9,0,1,Europe,GBR
