city,city_ibge_code,date,estimated_population_2019,is_repeated,is_last,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,place_type,state,new_confirmed,new_deaths
São Paulo,3550308,2020-03-09,12252023,False,False,15,0.12243,2020-03-09,,0,city,SP,0,0
,27,2020-03-09,3337357,False,False,1,0.02996,2020-03-09,,0,state,AL,0,0
,29,2020-03-09,14873064,False,False,2,0.01345,2020-03-09,,0,state,BA,0,0
,53,2020-03-09,3015268,False,False,1,0.03316,2020-03-09,,0,state,DF,0,0
,32,2020-03-09,4018650,False,False,1,0.02488,2020-03-09,,0,state,ES,0,0
,31,2020-03-09,21168791,False,False,1,0.00472,2020-03-09,,0,state,MG,0,0
,33,2020-03-09,17264943,True,False,3,0.01738,2020-03-08,,0,state,RJ,0,0
,35,2020-03-09,45919049,False,False,16,0.03484,2020-03-09,,0,state,SP,0,0
Maceió,2704302,2020-03-10,1018948,False,False,1,0.09814,2020-03-10,,0,city,AL,0,0
Feira de Santana,2910800,2020-03-10,614872,False,False,2,0.32527,2020-03-10,,0,city,BA,0,0
Brasília,5300108,2020-03-10,3015268,False,False,1,0.03316,2020-03-10,,0,city,DF,0,0
Divinópolis,3122306,2020-03-10,238230,False,False,1,0.41976,2020-03-10,,0,city,MG,0,0
Barra Mansa,3300407,2020-03-10,184412,True,False,1,0.54226,2020-03-08,,0,city,RJ,0,0
Rio de Janeiro,3304557,2020-03-10,6718903,True,False,2,0.02977,2020-03-08,,0,city,RJ,0,0
Campo Bom,4303905,2020-03-10,66712,False,False,1,1.49898,2020-03-10,,0,city,RS,1,0
Santana de Parnaíba,3547304,2020-03-10,139447,False,False,1,0.71712,2020-03-10,,0,city,SP,0,0
São Paulo,3550308,2020-03-10,12252023,False,False,18,0.14691,2020-03-10,,0,city,SP,3,0
,27,2020-03-10,3337357,False,False,1,0.02996,2020-03-10,,0,state,AL,0,0
,29,2020-03-10,14873064,False,False,2,0.01345,2020-03-10,,0,state,BA,0,0
,53,2020-03-10,3015268,False,False,1,0.03316,2020-03-10,,0,state,DF,0,0
,32,2020-03-10,4018650,False,False,1,0.02488,2020-03-10,,0,state,ES,0,0
,31,2020-03-10,21168791,False,False,1,0.00472,2020-03-10,,0,state,MG,0,0
,33,2020-03-10,17264943,True,False,3,0.01738,2020-03-08,,0,state,RJ,0,0
,43,2020-03-10,11377239,False,False,1,0.00879,2020-03-10,,0,state,RS,1,0
,35,2020-03-10,45919049,False,False,19,0.04138,2020-03-10,,0,state,SP,3,0
Maceió,2704302,2020-03-11,1018948,True,False,1,0.09814,2020-03-10,,0,city,AL,0,0
Feira de Santana,2910800,2020-03-11,614872,False,False,3,0.48791,2020-03-11,,0,city,BA,1,0
Brasília,5300108,2020-03-11,3015268,False,False,2,0.06633,2020-03-11,,0,city,DF,1,0
Divinópolis,3122306,2020-03-11,238230,False,False,1,0.41976,2020-03-11,,0,city,MG,0,0
Barra Mansa,3300407,2020-03-11,184412,True,False,1,0.54226,2020-03-08,,0,city,RJ,0,0
Rio de Janeiro,3304557,2020-03-11,6718903,True,False,2,0.02977,2020-03-08,,0,city,RJ,0,0
Campo Bom,4303905,2020-03-11,66712,False,False,1,1.49898,2020-03-11,,0,city,RS,0,0
Porto Alegre,4314902,2020-03-11,1483771,False,False,1,0.0674,2020-03-11,,0,city,RS,1,0
Santana de Parnaíba,3547304,2020-03-11,139447,False,False,1,0.71712,2020-03-11,,0,city,SP,0,0
São Paulo,3550308,2020-03-11,12252023,False,False,29,0.2367,2020-03-11,,0,city,SP,11,0
,27,2020-03-11,3337357,True,False,1,0.02996,2020-03-10,,0,state,AL,0,0
,29,2020-03-11,14873064,False,False,3,0.02017,2020-03-11,,0,state,BA,1,0
,53,2020-03-11,3015268,False,False,2,0.06633,2020-03-11,,0,state,DF,1,0
,32,2020-03-11,4018650,False,False,1,0.02488,2020-03-11,,0,state,ES,0,0
,31,2020-03-11,21168791,False,False,1,0.00472,2020-03-11,,0,state,MG,0,0
,33,2020-03-11,17264943,True,False,3,0.01738,2020-03-08,,0,state,RJ,0,0
,43,2020-03-11,11377239,False,False,2,0.01758,2020-03-11,,0,state,RS,1,0
,35,2020-03-11,45919049,False,False,30,0.06533,2020-03-11,,0,state,SP,11,0
Maceió,2704302,2020-03-12,1018948,False,False,1,0.09814,2020-03-12,,0,city,AL,0,0
Feira de Santana,2910800,2020-03-12,614872,False,False,3,0.48791,2020-03-12,,0,city,BA,0,0
Brasília,5300108,2020-03-12,3015268,False,False,2,0.06633,2020-03-12,,0,city,DF,0,0
Goiânia,5208707,2020-03-12,1516113,False,False,2,0.13192,2020-03-12,,0,city,GO,2,0
Rio Verde,5218805,2020-03-12,235647,False,False,1,0.42436,2020-03-12,,0,city,GO,1,0
Divinópolis,3122306,2020-03-12,238230,False,False,1,0.41976,2020-03-12,,0,city,MG,0,0
Ipatinga,3131307,2020-03-12,263410,False,False,1,0.37964,2020-03-12,,0,city,MG,1,0
Recife,2611606,2020-03-12,1645727,False,False,2,0.12153,2020-03-12,,0,city,PE,2,0
Cianorte,4105508,2020-03-12,82620,False,False,1,1.21036,2020-03-12,,0,city,PR,1,0
Curitiba,4106902,2020-03-12,1933105,False,False,5,0.25865,2020-03-12,,0,city,PR,5,0
Barra Mansa,3300407,2020-03-12,184412,False,False,1,0.54226,2020-03-12,,0,city,RJ,0,0
Niterói,3303302,2020-03-12,513584,False,False,1,0.19471,2020-03-12,,0,city,RJ,1,0
Rio de Janeiro,3304557,2020-03-12,6718903,False,False,13,0.19348,2020-03-12,,0,city,RJ,11,0
Natal,2408102,2020-03-12,884122,False,False,1,0.11311,2020-03-12,,0,city,RN,1,0
Campo Bom,4303905,2020-03-12,66712,False,False,1,1.49898,2020-03-12,,0,city,RS,0,0
Caxias do Sul,4305108,2020-03-12,510906,False,False,1,0.19573,2020-03-12,,0,city,RS,1,0
Porto Alegre,4314902,2020-03-12,1483771,False,False,2,0.13479,2020-03-12,,0,city,RS,1,0
Florianópolis,4205407,2020-03-12,500973,False,False,2,0.39922,2020-03-12,,0,city,SC,2,0
Ferraz de Vasconcelos,3515707,2020-03-12,194276,False,False,1,0.51473,2020-03-12,,0,city,SP,1,0
Santana de Parnaíba,3547304,2020-03-12,139447,False,False,1,0.71712,2020-03-12,,0,city,SP,0,0
São Paulo,3550308,2020-03-12,12252023,False,False,44,0.35912,2020-03-12,,0,city,SP,15,0
,27,2020-03-12,3337357,False,False,1,0.02996,2020-03-12,,0,state,AL,0,0
,29,2020-03-12,14873064,False,False,3,0.02017,2020-03-12,,0,state,BA,0,0
,53,2020-03-12,3015268,False,False,2,0.06633,2020-03-12,,0,state,DF,0,0
,32,2020-03-12,4018650,False,False,2,0.04977,2020-03-12,,0,state,ES,1,0
,52,2020-03-12,7018354,False,False,3,0.04275,2020-03-12,,0,state,GO,3,0
,31,2020-03-12,21168791,False,False,2,0.00945,2020-03-12,,0,state,MG,1,0
,26,2020-03-12,9557071,False,False,2,0.02093,2020-03-12,,0,state,PE,2,0
,41,2020-03-12,11433957,False,False,6,0.05248,2020-03-12,,0,state,PR,6,0
,33,2020-03-12,17264943,False,False,15,0.08688,2020-03-12,,0,state,RJ,12,0
,24,2020-03-12,3506853,False,False,1,0.02852,2020-03-12,,0,state,RN,1,0
,43,2020-03-12,11377239,False,False,4,0.03516,2020-03-12,,0,state,RS,2,0
,42,2020-03-12,7164788,False,False,2,0.02791,2020-03-12,,0,state,SC,2,0
,35,2020-03-12,45919049,False,False,46,0.10018,2020-03-12,,0,state,SP,16,0
Maceió,2704302,2020-03-13,1018948,False,False,1,0.09814,2020-03-13,,0,city,AL,0,0
Manaus,1302603,2020-03-13,2182763,False,False,2,0.09163,2020-03-13,,0,city,AM,2,0
Feira de Santana,2910800,2020-03-13,614872,False,False,4,0.65054,2020-03-13,,0,city,BA,1,0
Salvador,2927408,2020-03-13,2872347,False,False,3,0.10444,2020-03-13,,0,city,BA,3,0
Brasília,5300108,2020-03-13,3015268,False,False,2,0.06633,2020-03-13,,0,city,DF,0,0
Goiânia,5208707,2020-03-13,1516113,False,False,2,0.13192,2020-03-13,,0,city,GO,0,0
Rio Verde,5218805,2020-03-13,235647,False,False,1,0.42436,2020-03-13,,0,city,GO,0,0
Divinópolis,3122306,2020-03-13,238230,False,False,1,0.41976,2020-03-13,,0,city,MG,0,0
Ipatinga,3131307,2020-03-13,263410,False,False,1,0.37964,2020-03-13,,0,city,MG,0,0
Recife,2611606,2020-03-13,1645727,False,False,2,0.12153,2020-03-13,,0,city,PE,0,0
Cianorte,4105508,2020-03-13,82620,False,False,1,1.21036,2020-03-13,,0,city,PR,0,0
Curitiba,4106902,2020-03-13,1933105,False,False,5,0.25865,2020-03-13,,0,city,PR,0,0
Barra Mansa,3300407,2020-03-13,184412,True,False,1,0.54226,2020-03-12,,0,city,RJ,0,0
Niterói,3303302,2020-03-13,513584,True,False,1,0.19471,2020-03-12,,0,city,RJ,0,0
Rio de Janeiro,3304557,2020-03-13,6718903,True,False,13,0.19348,2020-03-12,,0,city,RJ,0,0
Natal,2408102,2020-03-13,884122,False,False,1,0.11311,2020-03-13,,0,city,RN,0,0
Campo Bom,4303905,2020-03-13,66712,False,False,1,1.49898,2020-03-13,,0,city,RS,0,0
Caxias do Sul,4305108,2020-03-13,510906,False,False,1,0.19573,2020-03-13,,0,city,RS,0,0
Porto Alegre,4314902,2020-03-13,1483771,False,False,2,0.13479,2020-03-13,,0,city,RS,0,0
Florianópolis,4205407,2020-03-13,500973,False,False,2,0.39922,2020-03-13,,0,city,SC,0,0
Joinville,4209102,2020-03-13,590466,False,False,1,0.16936,2020-03-13,,0,city,SC,1,0
Ferraz de Vasconcelos,3515707,2020-03-13,194276,True,False,1,0.51473,2020-03-12,,0,city,SP,0,0
Santana de Parnaíba,3547304,2020-03-13,139447,True,False,1,0.71712,2020-03-12,,0,city,SP,0,0
São Paulo,3550308,2020-03-13,12252023,True,False,44,0.35912,2020-03-12,,0,city,SP,0,0
,27,2020-03-13,3337357,False,False,1,0.02996,2020-03-13,,0,state,AL,0,0
,13,2020-03-13,4144597,False,False,2,0.04826,2020-03-13,,0,state,AM,2,0
,29,2020-03-13,14873064,False,False,7,0.04706,2020-03-13,,0,state,BA,4,0
,53,2020-03-13,3015268,False,False,2,0.06633,2020-03-13,,0,state,DF,0,0
,32,2020-03-13,4018650,False,False,2,0.04977,2020-03-13,,0,state,ES,0,0
,52,2020-03-13,7018354,False,False,3,0.04275,2020-03-13,,0,state,GO,0,0
,31,2020-03-13,21168791,False,False,2,0.00945,2020-03-13,,0,state,MG,0,0
,26,2020-03-13,9557071,False,False,2,0.02093,2020-03-13,,0,state,PE,0,0
,41,2020-03-13,11433957,False,False,6,0.05248,2020-03-13,,0,state,PR,0,0
,33,2020-03-13,17264943,True,False,15,0.08688,2020-03-12,,0,state,RJ,0,0
,24,2020-03-13,3506853,False,False,1,0.02852,2020-03-13,,0,state,RN,0,0
,43,2020-03-13,11377239,False,False,4,0.03516,2020-03-13,,0,state,RS,0,0
,42,2020-03-13,7164788,False,False,3,0.04187,2020-03-13,,0,state,SC,1,0
,35,2020-03-13,45919049,True,False,46,0.10018,2020-03-12,,0,state,SP,0,0
Maceió,2704302,2020-03-14,1018948,True,False,1,0.09814,2020-03-13,,0,city,AL,0,0
Manaus,1302603,2020-03-14,2182763,True,False,2,0.09163,2020-03-13,,0,city,AM,0,0
Feira de Santana,2910800,2020-03-14,614872,True,False,4,0.65054,2020-03-13,,0,city,BA,0,0
Salvador,2927408,2020-03-14,2872347,True,False,3,0.10444,2020-03-13,,0,city,BA,0,0
Brasília,5300108,2020-03-14,3015268,False,False,8,0.26532,2020-03-14,,0,city,DF,6,0
Goiânia,5208707,2020-03-14,1516113,False,False,3,0.19787,2020-03-14,,0,city,GO,1,0
Rio Verde,5218805,2020-03-14,235647,False,False,1,0.42436,2020-03-14,,0,city,GO,0,0
Divinópolis,3122306,2020-03-14,238230,False,False,1,0.41976,2020-03-14,,0,city,MG,0,0
Ipatinga,3131307,2020-03-14,263410,False,False,1,0.37964,2020-03-14,,0,city,MG,0,0
Juiz de Fora,3136702,2020-03-14,568873,False,False,1,0.17579,2020-03-14,,0,city,MG,1,0
Patrocínio,3148103,2020-03-14,90757,False,False,1,1.10184,2020-03-14,,0,city,MG,1,0
Campo Grande,5002704,2020-03-14,895982,False,False,2,0.22322,2020-03-14,,0,city,MS,2,0
Importados/Indefinidos,,2020-03-14,,False,False,1,,2020-03-14,,0,city,PE,1,0
Recife,2611606,2020-03-14,1645727,False,False,6,0.36458,2020-03-14,,0,city,PE,4,0
Cianorte,4105508,2020-03-14,82620,True,False,1,1.21036,2020-03-13,,0,city,PR,0,0
Curitiba,4106902,2020-03-14,1933105,True,False,5,0.25865,2020-03-13,,0,city,PR,0,0
Barra Mansa,3300407,2020-03-14,184412,True,False,1,0.54226,2020-03-12,,0,city,RJ,0,0
Niterói,3303302,2020-03-14,513584,True,False,1,0.19471,2020-03-12,,0,city,RJ,0,0
Rio de Janeiro,3304557,2020-03-14,6718903,True,False,13,0.19348,2020-03-12,,0,city,RJ,0,0
Natal,2408102,2020-03-14,884122,True,False,1,0.11311,2020-03-13,,0,city,RN,0,0
Campo Bom,4303905,2020-03-14,66712,True,False,1,1.49898,2020-03-13,,0,city,RS,0,0
Caxias do Sul,4305108,2020-03-14,510906,True,False,1,0.19573,2020-03-13,,0,city,RS,0,0
Porto Alegre,4314902,2020-03-14,1483771,True,False,2,0.13479,2020-03-13,,0,city,RS,0,0
Florianópolis,4205407,2020-03-14,500973,False,False,2,0.39922,2020-03-14,,0,city,SC,0,0
Joinville,4209102,2020-03-14,590466,False,False,1,0.16936,2020-03-14,,0,city,SC,0,0
Rancho Queimado,4214300,2020-03-14,2878,False,False,2,69.4927,2020-03-14,,0,city,SC,2,0
Aracaju,2800308,2020-03-14,657013,False,False,1,0.1522,2020-03-14,,0,city,SE,1,0
Carapicuíba,3510609,2020-03-14,400927,False,False,1,0.24942,2020-03-14,,0,city,SP,1,0
Ferraz de Vasconcelos,3515707,2020-03-14,194276,False,False,1,0.51473,2020-03-14,,0,city,SP,0,0
Santana de Parnaíba,3547304,2020-03-14,139447,False,False,1,0.71712,2020-03-14,,0,city,SP,0,0
São Paulo,3550308,2020-03-14,12252023,False,False,62,0.50604,2020-03-14,,0,city,SP,18,0
,27,2020-03-14,3337357,True,False,1,0.02996,2020-03-13,,0,state,AL,0,0
,13,2020-03-14,4144597,True,False,2,0.04826,2020-03-13,,0,state,AM,0,0
,29,2020-03-14,14873064,True,False,7,0.04706,2020-03-13,,0,state,BA,0,0
,53,2020-03-14,3015268,False,False,8,0.26532,2020-03-14,,0,state,DF,6,0
,32,2020-03-14,4018650,False,False,4,0.09954,2020-03-14,,0,state,ES,2,0
,52,2020-03-14,7018354,False,False,4,0.05699,2020-03-14,,0,state,GO,1,0
,31,2020-03-14,21168791,False,False,4,0.0189,2020-03-14,,0,state,MG,2,0
,50,2020-03-14,2778986,False,False,2,0.07197,2020-03-14,,0,state,MS,2,0
,26,2020-03-14,9557071,False,False,7,0.07324,2020-03-14,,0,state,PE,5,0
,41,2020-03-14,11433957,True,False,6,0.05248,2020-03-13,,0,state,PR,0,0
,33,2020-03-14,17264943,True,False,15,0.08688,2020-03-12,,0,state,RJ,0,0
,24,2020-03-14,3506853,True,False,1,0.02852,2020-03-13,,0,state,RN,0,0
,43,2020-03-14,11377239,True,False,4,0.03516,2020-03-13,,0,state,RS,0,0
,42,2020-03-14,7164788,False,False,5,0.06979,2020-03-14,,0,state,SC,2,0
,28,2020-03-14,2298696,False,False,1,0.0435,2020-03-14,,0,state,SE,1,0
,35,2020-03-14,45919049,False,False,65,0.14155,2020-03-14,,0,state,SP,19,0
Maceió,2704302,2020-03-15,1018948,True,False,1,0.09814,2020-03-13,,0,city,AL,0,0
Manaus,1302603,2020-03-15,2182763,True,False,2,0.09163,2020-03-13,,0,city,AM,0,0
Feira de Santana,2910800,2020-03-15,614872,False,False,5,0.81318,2020-03-15,,0,city,BA,1,0
Salvador,2927408,2020-03-15,2872347,False,False,4,0.13926,2020-03-15,,0,city,BA,1,0
Brasília,5300108,2020-03-15,3015268,False,False,14,0.4643,2020-03-15,,0,city,DF,6,0
Goiânia,5208707,2020-03-15,1516113,False,False,3,0.19787,2020-03-15,,0,city,GO,0,0
Rio Verde,5218805,2020-03-15,235647,False,False,1,0.42436,2020-03-15,,0,city,GO,0,0
Divinópolis,3122306,2020-03-15,238230,True,False,1,0.41976,2020-03-14,,0,city,MG,0,0
Ipatinga,3131307,2020-03-15,263410,True,False,1,0.37964,2020-03-14,,0,city,MG,0,0
Juiz de Fora,3136702,2020-03-15,568873,True,False,1,0.17579,2020-03-14,,0,city,MG,0,0
Patrocínio,3148103,2020-03-15,90757,True,False,1,1.10184,2020-03-14,,0,city,MG,0,0
Campo Grande,5002704,2020-03-15,895982,False,False,2,0.22322,2020-03-15,,0,city,MS,0,0
Importados/Indefinidos,,2020-03-15,,False,False,1,,2020-03-15,,0,city,PE,0,0
Recife,2611606,2020-03-15,1645727,False,False,7,0.42534,2020-03-15,,0,city,PE,1,0
Cianorte,4105508,2020-03-15,82620,True,False,1,1.21036,2020-03-13,,0,city,PR,0,0
Curitiba,4106902,2020-03-15,1933105,True,False,5,0.25865,2020-03-13,,0,city,PR,0,0
Barra Mansa,3300407,2020-03-15,184412,False,False,1,0.54226,2020-03-15,,0,city,RJ,0,0
Niterói,3303302,2020-03-15,513584,False,False,1,0.19471,2020-03-15,,0,city,RJ,0,0
Rio de Janeiro,3304557,2020-03-15,6718903,False,False,22,0.32743,2020-03-15,,0,city,RJ,9,0
Natal,2408102,2020-03-15,884122,True,False,1,0.11311,2020-03-13,,0,city,RN,0,0
Campo Bom,4303905,2020-03-15,66712,True,False,1,1.49898,2020-03-13,,0,city,RS,0,0
Caxias do Sul,4305108,2020-03-15,510906,True,False,1,0.19573,2020-03-13,,0,city,RS,0,0
Porto Alegre,4314902,2020-03-15,1483771,True,False,2,0.13479,2020-03-13,,0,city,RS,0,0
Braço do Norte,4202800,2020-03-15,33450,False,False,1,2.98954,2020-03-15,,0,city,SC,1,0
Florianópolis,4205407,2020-03-15,500973,False,False,2,0.39922,2020-03-15,,0,city,SC,0,0
Joinville,4209102,2020-03-15,590466,False,False,1,0.16936,2020-03-15,,0,city,SC,0,0
Rancho Queimado,4214300,2020-03-15,2878,False,False,2,69.4927,2020-03-15,,0,city,SC,0,0
Aracaju,2800308,2020-03-15,657013,True,False,1,0.1522,2020-03-14,,0,city,SE,0,0
Carapicuíba,3510609,2020-03-15,400927,True,False,1,0.24942,2020-03-14,,0,city,SP,0,0
Ferraz de Vasconcelos,3515707,2020-03-15,194276,True,False,1,0.51473,2020-03-14,,0,city,SP,0,0
Santana de Parnaíba,3547304,2020-03-15,139447,True,False,1,0.71712,2020-03-14,,0,city,SP,0,0
São Paulo,3550308,2020-03-15,12252023,True,False,62,0.50604,2020-03-14,,0,city,SP,0,0
,27,2020-03-15,3337357,True,False,1,0.02996,2020-03-13,,0,state,AL,0,0
,13,2020-03-15,4144597,True,False,2,0.04826,2020-03-13,,0,state,AM,0,0
,29,2020-03-15,14873064,False,False,9,0.06051,2020-03-15,,0,state,BA,2,0
,53,2020-03-15,3015268,False,False,14,0.4643,2020-03-15,,0,state,DF,6,0
,32,2020-03-15,4018650,False,False,4,0.09954,2020-03-15,,0,state,ES,0,0
,52,2020-03-15,7018354,False,False,4,0.05699,2020-03-15,,0,state,GO,0,0
,31,2020-03-15,21168791,True,False,4,0.0189,2020-03-14,,0,state,MG,0,0
,50,2020-03-15,2778986,False,False,2,0.07197,2020-03-15,,0,state,MS,0,0
,26,2020-03-15,9557071,False,False,8,0.08371,2020-03-15,,0,state,PE,1,0
,41,2020-03-15,11433957,True,False,6,0.05248,2020-03-13,,0,state,PR,0,0
,33,2020-03-15,17264943,False,False,24,0.13901,2020-03-15,,0,state,RJ,9,0
,24,2020-03-15,3506853,True,False,1,0.02852,2020-03-13,,0,state,RN,0,0
,43,2020-03-15,11377239,True,False,4,0.03516,2020-03-13,,0,state,RS,0,0
,42,2020-03-15,7164788,False,False,6,0.08374,2020-03-15,,0,state,SC,1,0
,28,2020-03-15,2298696,True,False,1,0.0435,2020-03-14,,0,state,SE,0,0
,35,2020-03-15,45919049,True,False,65,0.14155,2020-03-14,,0,state,SP,0,0
Maceió,2704302,2020-03-16,1018948,False,False,1,0.09814,2020-03-16,,0,city,AL,0,0
Manaus,1302603,2020-03-16,2182763,True,False,2,0.09163,2020-03-13,,0,city,AM,0,0
Feira de Santana,2910800,2020-03-16,614872,False,False,5,0.81318,2020-03-16,,0,city,BA,0,0
Porto Seguro,2925303,2020-03-16,148686,False,False,1,0.67256,2020-03-16,,0,city,BA,1,0
Salvador,2927408,2020-03-16,2872347,False,False,4,0.13926,2020-03-16,,0,city,BA,0,0
Aquiraz,2301000,2020-03-16,80271,False,False,1,1.24578,2020-03-16,,0,city,CE,1,0
Fortaleza,2304400,2020-03-16,2669342,False,False,8,0.2997,2020-03-16,,0,city,CE,8,0
Brasília,5300108,2020-03-16,3015268,False,False,19,0.63013,2020-03-16,,0,city,DF,5,0
Anápolis,5201108,2020-03-16,386923,False,False,2,0.5169,2020-03-16,,0,city,GO,2,0
